ds_date,city_name,orders_forecast_rooster,orders_real,worked_hours,rider_payments,utr_diario,cpo_diario,cph_diario
2026-07-10,San antonio,0,,,9824.75,,,
2026-07-10,San cristobal,0,,,9824.75,,,
2026-07-10,Test_merida,0,,,9824.75,,,
2026-07-10,Valencia,325,302,207.71,9824.75,1.45,32.53,47.3
2026-07-11,Barquisimeto,505,483,266.07,10316.26,1.82,21.36,38.77
2026-07-11,Cabimas,0,,,10316.26,,,
2026-07-11,Caracas,5690,5299,2901.79,10316.26,1.83,1.95,3.56
2026-07-11,Guarenas,308,322,160.73,10316.26,2.0,32.04,64.18
2026-07-11,Maracaibo,83,71,55.66,10316.26,1.28,145.3,185.36
2026-07-11,Maracay,109,116,105.58,10316.26,1.1,88.93,97.71
2026-07-11,Margarita,174,184,145.96,10316.26,1.26,56.07,70.68
2026-07-11,Puerto la cruz,374,373,198.19,10316.26,1.88,27.66,52.05
2026-07-11,San antonio,0,,,10316.26,,,
2026-07-11,San cristobal,0,,,10316.26,,,
2026-07-11,Test_merida,0,,,10316.26,,,
2026-07-11,Valencia,303,289,185.4,10316.26,1.56,35.7,55.64
2026-07-12,Barquisimeto,448,432,251.95,8706.43,1.71,20.15,34.56
2026-07-12,Cabimas,0,,,8706.43,,,
2026-07-12,Caracas,5487,5100,3014.26,8706.43,1.69,1.71,2.89
2026-07-12,Guarenas,286,250,159.11,8706.43,1.57,34.83,54.72
2026-07-12,Maracaibo,85,60,57.09,8706.43,1.05,145.11,152.49
2026-07-12,Maracay,111,106,113.64,8706.43,0.93,82.14,76.62
2026-07-12,Margarita,182,149,117.48,8706.43,1.27,58.43,74.11
2026-07-12,Puerto la cruz,331,290,186.47,8706.43,1.56,30.02,46.69
2026-07-12,San antonio,0,,,8706.43,,,
2026-07-12,San cristobal,0,,,8706.43,,,
2026-07-12,Test_merida,0,,,8706.43,,,
2026-07-12,Valencia,293,288,180.94,8706.43,1.59,30.23,48.12
2026-07-13,Barquisimeto,468,410,243.96,7329.77,1.68,17.88,30.04
2026-07-13,Cabimas,0,,,7329.77,,,
2026-07-13,Caracas,4788,4208,2837.37,7329.77,1.48,1.74,2.58
2026-07-13,Guarenas,226,186,129.36,7329.77,1.44,39.41,56.66
2026-07-13,Maracaibo,105,75,64.5,7329.77,1.16,97.73,113.63
2026-07-13,Maracay,90,89,90.97,7329.77,0.98,82.36,80.57
2026-07-13,Margarita,164,141,115.58,7329.77,1.22,51.98,63.42
2026-07-13,Puerto la cruz,325,268,184.43,7329.77,1.45,27.35,39.74
2026-07-13,San antonio,0,,,7329.77,,,
2026-07-13,San cristobal,0,,,7329.77,,,
2026-07-13,Test_merida,0,,,7329.77,,,
2026-07-13,Valencia,261,246,143.07,7329.77,1.72,29.8,51.23
2026-07-14,Barquisimeto,487,393,237.98,8260.72,1.65,21.02,34.71
2026-07-14,Cabimas,0,,,8260.72,,,
2026-07-14,Caracas,5176,4730,2895.7,8260.72,1.63,1.75,2.85
2026-07-14,Guarenas,255,203,140.5,8260.72,1.44,40.69,58.8
2026-07-14,Maracaibo,104,88,72.16,8260.72,1.22,93.87,114.48
2026-07-14,Maracay,106,92,103.13,8260.72,0.89,89.79,80.1
2026-07-14,Margarita,173,168,118.18,8260.72,1.42,49.17,69.9
2026-07-14,Puerto la cruz,359,314,197.95,8260.72,1.59,26.31,41.73
2026-07-14,San antonio,0,,,8260.72,,,
2026-07-14,San cristobal,0,,,8260.72,,,
2026-07-14,Test_merida,0,,,8260.72,,,
2026-07-14,Valencia,311,263,172.92,8260.72,1.52,31.41,47.77
2026-07-15,Barquisimeto,544,507,279.6,9182.31,1.81,18.11,32.84
2026-07-15,Cabimas,0,,,9182.31,,,
2026-07-15,Caracas,5548,5375,3194.07,9182.31,1.68,1.71,2.87
2026-07-15,Guarenas,259,254,172.01,9182.31,1.48,36.15,53.38
2026-07-15,Maracaibo,117,76,69.55,9182.31,1.09,120.82,132.02
2026-07-15,Maracay,101,97,101.04,9182.31,0.96,94.66,90.88
2026-07-15,Margarita,188,183,134.88,9182.31,1.36,50.18,68.08
2026-07-15,Puerto la cruz,365,331,186.67,9182.31,1.77,27.74,49.19
2026-07-15,San antonio,0,,,9182.31,,,
2026-07-15,San cristobal,0,,,9182.31,,,
2026-07-15,Test_merida,0,,,9182.31,,,
2026-07-15,Valencia,327,344,189.73,9182.31,1.81,26.69,48.4
2026-07-16,Barquisimeto,547,425,245.61,9520.9,1.73,22.4,38.76
2026-07-16,Cabimas,0,,,9520.9,,,
2026-07-16,Caracas,5315,5730,3253.99,9520.9,1.76,1.66,2.93
2026-07-16,Guarenas,272,289,145.59,9520.9,1.99,32.94,65.4
2026-07-16,Maracaibo,112,86,64.26,9520.9,1.34,110.71,148.16
2026-07-16,Maracay,113,112,110.5,9520.9,1.01,85.01,86.16
2026-07-16,Margarita,186,168,133.09,9520.9,1.26,56.67,71.54
2026-07-16,Puerto la cruz,358,380,208.19,9520.9,1.83,25.06,45.73
2026-07-16,San antonio,0,,,9520.9,,,
2026-07-16,San cristobal,0,,,9520.9,,,
2026-07-16,Test_merida,0,,,9520.9,,,
2026-07-16,Valencia,317,316,183.03,9520.9,1.73,30.13,52.02
2026-07-17,Barquisimeto,661,594,309.27,11631.44,1.92,19.58,37.61
2026-07-17,Cabimas,0,,,11631.44,,,
2026-07-17,Caracas,6862,6952,3546.01,11631.44,1.96,1.67,3.28
2026-07-17,Guarenas,361,349,198.95,11631.44,1.75,33.33,58.46
2026-07-17,Maracaibo,117,94,81.5,11631.44,1.15,123.74,142.72
2026-07-17,Maracay,144,144,133.39,11631.44,1.08,80.77,87.2
2026-07-17,Margarita,201,224,152.86,11631.44,1.47,51.93,76.09
2026-07-17,Puerto la cruz,439,389,213.23,11631.44,1.82,29.9,54.55
2026-07-17,San antonio,0,,,11631.44,,,
2026-07-17,San cristobal,0,,,11631.44,,,
2026-07-17,Test_merida,0,,,11631.44,,,
2026-07-17,Valencia,399,371,229.71,11631.44,1.62,31.35,50.64
2026-07-18,Barquisimeto,587,493,276.08,9810.87,1.79,19.9,35.54
2026-07-18,Cabimas,0,,,9810.87,,,
2026-07-18,Caracas,6162,5745,3048.28,9810.87,1.88,1.71,3.22
2026-07-18,Guarenas,347,319,177.05,9810.87,1.8,30.76,55.41
2026-07-18,Maracaibo,111,62,63.9,9810.87,0.97,158.24,153.54
2026-07-18,Maracay,135,143,122.91,9810.87,1.16,68.61,79.82
2026-07-18,Margarita,195,179,141.43,9810.87,1.27,54.81,69.37
2026-07-18,Puerto la cruz,408,397,201.58,9810.87,1.97,24.71,48.67
2026-07-18,San antonio,0,,,9810.87,,,
2026-07-18,San cristobal,0,,,9810.87,,,
2026-07-18,Test_merida,0,,,9810.87,,,
2026-07-18,Valencia,362,323,195.06,9810.87,1.66,30.37,50.3
2026-07-19,Barquisimeto,513,488,268.31,11200.83,1.82,22.95,41.75
2026-07-19,Cabimas,0,,,11200.83,,,
2026-07-19,Caracas,5790,6063,2757.08,11200.83,2.2,1.85,4.06
2026-07-19,Guarenas,326,387,166.79,11200.83,2.32,28.94,67.16
2026-07-19,Maracaibo,87,80,61.83,11200.83,1.29,140.01,181.17
2026-07-19,Maracay,139,199,122.87,11200.83,1.62,56.29,91.16
2026-07-19,Margarita,195,210,130.71,11200.83,1.61,53.34,85.69
2026-07-19,Puerto la cruz,364,420,181.13,11200.83,2.32,26.67,61.84
2026-07-19,San antonio,0,,,11200.83,,,
2026-07-19,San cristobal,0,,,11200.83,,,
2026-07-19,Test_merida,0,,,11200.83,,,
2026-07-19,Valencia,353,288,185.16,11200.83,1.56,38.89,60.49
2026-07-20,Barquisimeto,433,451,252.45,7502.33,1.79,16.63,29.72
2026-07-20,Cabimas,0,,,7502.33,,,
2026-07-20,Caracas,4750,4464,2169.98,7502.33,2.06,1.68,3.46
2026-07-20,Guarenas,222,238,114.31,7502.33,2.08,31.52,65.63
2026-07-20,Maracaibo,82,71,63.27,7502.33,1.12,105.67,118.58
2026-07-20,Maracay,110,110,80.16,7502.33,1.37,68.2,93.6
2026-07-20,Margarita,164,134,125.32,7502.33,1.07,55.99,59.87
2026-07-20,Puerto la cruz,327,319,185.56,7502.33,1.72,23.52,40.43
2026-07-20,San antonio,0,,,7502.33,,,
2026-07-20,San cristobal,0,,,7502.33,,,
2026-07-20,Test_merida,0,,,7502.33,,,
2026-07-20,Valencia,256,247,149.38,7502.33,1.65,30.37,50.22
2026-07-21,Barquisimeto,483,439,235.48,8104.52,1.86,18.46,34.42
2026-07-21,Cabimas,0,,,8104.52,,,
2026-07-21,Caracas,4889,4530,2670.57,8104.52,1.7,1.79,3.03
2026-07-21,Guarenas,250,240,140.58,8104.52,1.71,33.77,57.65
2026-07-21,Maracaibo,97,76,64.74,8104.52,1.17,106.64,125.19
2026-07-21,Maracay,118,118,96.48,8104.52,1.22,68.68,84.0
2026-07-21,Margarita,175,140,123.18,8104.52,1.14,57.89,65.8
2026-07-21,Puerto la cruz,337,304,188.23,8104.52,1.62,26.66,43.06
2026-07-21,San antonio,0,,,8104.52,,,
2026-07-21,San cristobal,0,,,8104.52,,,
2026-07-21,Test_merida,0,,,8104.52,,,
2026-07-21,Valencia,285,282,163.07,8104.52,1.73,28.74,49.7
2026-07-22,Barquisimeto,495,435,249.05,8120.96,1.75,18.67,32.61
2026-07-22,Cabimas,0,,,8120.96,,,
2026-07-22,Caracas,5103,4712,3038.45,8120.96,1.55,1.72,2.67
2026-07-22,Guarenas,247,231,138.26,8120.96,1.67,35.16,58.74
2026-07-22,Maracaibo,93,75,65.56,8120.96,1.14,108.28,123.87
2026-07-22,Maracay,114,116,101.02,8120.96,1.15,70.01,80.39
2026-07-22,Margarita,184,156,127.57,8120.96,1.22,52.06,63.66
2026-07-22,Puerto la cruz,334,327,172.65,8120.96,1.89,24.83,47.04
2026-07-22,San antonio,0,,,8120.96,,,
2026-07-22,San cristobal,0,,,8120.96,,,
2026-07-22,Test_merida,0,,,8120.96,,,
2026-07-22,Valencia,292,248,161.4,8120.96,1.54,32.75,50.32
2026-07-23,Barquisimeto,496,495,248.54,9636.72,1.99,19.47,38.77
2026-07-23,Cabimas,0,,,9636.72,,,
2026-07-23,Caracas,5937,5794,3514.69,9636.72,1.65,1.66,2.74
2026-07-23,Guarenas,259,275,154.7,9636.72,1.78,35.04,62.29
2026-07-23,Maracaibo,95,74,70.91,9636.72,1.04,130.23,135.89
2026-07-23,Maracay,125,137,109.57,9636.72,1.25,70.34,87.95
2026-07-23,Margarita,190,182,137.64,9636.72,1.32,52.95,70.02
2026-07-23,Puerto la cruz,347,361,199.49,9636.72,1.81,26.69,48.31
2026-07-23,San antonio,0,,,9636.72,,,
2026-07-23,San cristobal,0,,,9636.72,,,
2026-07-23,Test_merida,0,,,9636.72,,,
2026-07-23,Valencia,291,319,170.11,9636.72,1.88,30.21,56.65
2026-07-24,Barquisimeto,625,538,280.56,11700.25,1.92,21.75,41.7
2026-07-24,Cabimas,0,,,11700.25,,,
2026-07-24,Caracas,6952,5863,3911.46,11700.25,1.5,2,2.99
2026-07-24,Guarenas,336,297,208.02,11700.25,1.43,39.39,56.25
2026-07-24,Maracaibo,108,83,74.01,11700.25,1.12,140.97,158.1
2026-07-24,Maracay,150,124,120.79,11700.25,1.03,94.36,96.86
2026-07-24,Margarita,196,166,128.65,11700.25,1.29,70.48,90.95
2026-07-24,Puerto la cruz,419,380,215.91,11700.25,1.76,30.79,54.19
2026-07-24,San antonio,0,,,11700.25,,,
2026-07-24,San cristobal,0,,,11700.25,,,
2026-07-24,Test_merida,0,,,11700.25,,,
2026-07-24,Valencia,353,327,208.51,11700.25,1.57,35.78,56.11
2026-07-25,Barquisimeto,536,533,305.53,9597.42,1.74,18.01,31.41
2026-07-25,Cabimas,0,,,9597.42,,,
2026-07-25,Caracas,6115,5480,3381.22,9597.42,1.62,1.75,2.84
2026-07-25,Guarenas,338,322,184.5,9597.42,1.75,29.81,52.02
2026-07-25,Maracaibo,96,81,70.49,9597.42,1.15,118.49,136.15
2026-07-25,Maracay,135,133,113.62,9597.42,1.17,72.16,84.47
2026-07-25,Margarita,192,185,132.04,9597.42,1.4,51.88,72.69
2026-07-25,Puerto la cruz,400,386,216.38,9597.42,1.78,24.86,44.35
2026-07-25,San antonio,0,,,9597.42,,,
2026-07-25,San cristobal,0,,,9597.42,,,
2026-07-25,Test_merida,0,,,9597.42,,,
2026-07-25,Valencia,324,316,177.2,9597.42,1.78,30.37,54.16
2026-07-26,Barquisimeto,479,453,249.82,9064.09,1.81,20.01,36.28
2026-07-26,Cabimas,0,,,9064.09,,,
2026-07-26,Caracas,5687,5255,3003.87,9064.09,1.75,1.72,3.02
2026-07-26,Guarenas,310,260,167.5,9064.09,1.55,34.86,54.11
2026-07-26,Maracaibo,83,75,64.36,9064.09,1.17,120.85,140.83
2026-07-26,Maracay,135,168,135.91,9064.09,1.24,53.95,66.69
2026-07-26,Margarita,187,169,132.59,9064.09,1.27,53.63,68.36
2026-07-26,Puerto la cruz,354,316,203.3,9064.09,1.55,28.68,44.58
2026-07-26,San antonio,0,,,9064.09,,,
2026-07-26,San cristobal,0,,,9064.09,,,
2026-07-26,Test_merida,0,,,9064.09,,,
2026-07-26,Valencia,311,283,173.55,9064.09,1.63,32.03,52.23
2026-07-27,Barquisimeto,431,419,229.96,7745.04,1.82,18.48,33.68
2026-07-27,Cabimas,0,,,7745.04,,,
2026-07-27,Caracas,4384,4337,2922.01,7745.04,1.48,1.79,2.65
2026-07-27,Guarenas,214,192,126.45,7745.04,1.52,40.34,61.25
2026-07-27,Maracaibo,91,92,70.35,7745.04,1.31,84.19,110.1
2026-07-27,Maracay,106,114,94.55,7745.04,1.21,67.94,81.91
2026-07-27,Margarita,173,182,127.17,7745.04,1.43,42.56,60.9
2026-07-27,Puerto la cruz,352,335,209.01,7745.04,1.6,23.12,37.06
2026-07-27,San antonio,0,,,7745.04,,,
2026-07-27,San cristobal,0,,,7745.04,,,
2026-07-27,Test_merida,0,,,7745.04,,,
2026-07-27,Valencia,250,268,151.94,7745.04,1.76,28.9,50.98
2026-07-28,Barquisimeto,451,469,223.79,8165.11,2.1,17.41,36.49
2026-07-28,Cabimas,0,,,8165.11,,,
2026-07-28,Caracas,4536,4503,2965.34,8165.11,1.52,1.81,2.75
2026-07-28,Guarenas,231,202,140.9,8165.11,1.43,40.42,57.95
2026-07-28,Maracaibo,98,81,65.8,8165.11,1.23,100.8,124.08
2026-07-28,Maracay,118,133,96.56,8165.11,1.38,61.39,84.56
2026-07-28,Margarita,185,184,137.98,8165.11,1.33,44.38,59.18
2026-07-28,Puerto la cruz,365,346,213.1,8165.11,1.62,23.6,38.32
2026-07-28,San antonio,0,,,8165.11,,,
2026-07-28,San cristobal,0,,,8165.11,,,
2026-07-28,Test_merida,0,,,8165.11,,,
2026-07-28,Valencia,278,274,155.94,8165.11,1.76,29.8,52.36
2026-07-29,Barquisimeto,472,479,241.16,8544.4,1.99,17.84,35.43
2026-07-29,Cabimas,0,,,8544.4,,,
2026-07-29,Caracas,4792,4876,3034.04,8544.4,1.61,1.75,2.82
2026-07-29,Guarenas,236,217,141.62,8544.4,1.53,39.38,60.34
2026-07-29,Maracaibo,85,81,66.59,8544.4,1.22,105.49,128.3
2026-07-29,Maracay,125,144,104.76,8544.4,1.37,59.34,81.56
2026-07-29,Margarita,186,195,135.72,8544.4,1.44,43.82,62.96
2026-07-29,Puerto la cruz,364,338,207.69,8544.4,1.63,25.28,41.14
2026-07-29,San antonio,0,,,8544.4,,,
2026-07-29,San cristobal,0,,,8544.4,,,
2026-07-29,Test_merida,0,,,8544.4,,,
2026-07-29,Valencia,281,280,168.14,8544.4,1.67,30.52,50.82
2026-07-30,Barquisimeto,503,536,252.73,9687.98,2.12,18.07,38.33
2026-07-30,Cabimas,0,,,9687.98,,,
2026-07-30,Caracas,6067,5773,3613.86,9687.98,1.6,1.68,2.68
2026-07-30,Guarenas,309,242,160.97,9687.98,1.5,40.03,60.18
2026-07-30,Maracaibo,97,81,68.28,9687.98,1.19,119.6,141.88
2026-07-30,Maracay,136,145,94.02,9687.98,1.54,66.81,103.04
2026-07-30,Margarita,194,186,128.92,9687.98,1.44,52.09,75.15
2026-07-30,Puerto la cruz,363,363,191.27,9687.98,1.9,26.69,50.65
2026-07-30,San antonio,0,,,9687.98,,,
2026-07-30,San cristobal,0,,,9687.98,,,
2026-07-30,Test_merida,0,,,9687.98,,,
2026-07-30,Valencia,322,341,180.47,9687.98,1.89,28.41,53.68
2026-07-31,Barquisimeto,623,654,288.47,12991.44,2.27,19.86,45.04
2026-07-31,Cabimas,0,,,12991.44,,,
2026-07-31,Caracas,7302,7256,3890.18,12991.44,1.87,1.79,3.34
2026-07-31,Guarenas,376,363,209.15,12991.44,1.74,35.79,62.12
2026-07-31,Maracaibo,93,80,71.18,12991.44,1.12,162.39,182.52
2026-07-31,Maracay,161,183,113.17,12991.44,1.62,70.99,114.8
2026-07-31,Margarita,213,169,131.6,12991.44,1.28,76.87,98.72
2026-07-31,Puerto la cruz,444,434,222.63,12991.44,1.95,29.93,58.35
2026-07-31,San antonio,0,,,12991.44,,,
2026-07-31,San cristobal,0,,,12991.44,,,
2026-07-31,Test_merida,0,,,12991.44,,,
2026-07-31,Valencia,374,424,243.35,12991.44,1.74,30.64,53.39
2026-08-01,Barquisimeto,534,566,286.89,11097.16,1.97,19.61,38.68
2026-08-01,Cabimas,0,,,11097.16,,,
2026-08-01,Caracas,6217,6381,3550.85,11097.16,1.8,1.74,3.13
2026-08-01,Guarenas,334,350,171.75,11097.16,2.04,31.71,64.61
2026-08-01,Maracaibo,86,79,64.07,11097.16,1.23,140.47,173.21
2026-08-01,Maracay,155,190,112.86,11097.16,1.68,58.41,98.32
2026-08-01,Margarita,205,188,133.83,11097.16,1.4,59.03,82.92
2026-08-01,Puerto la cruz,436,384,203.82,11097.16,1.88,28.9,54.44
2026-08-01,San antonio,0,,,11097.16,,,
2026-08-01,San cristobal,0,,,11097.16,,,
2026-08-01,Test_merida,0,,,11097.16,,,
2026-08-01,Valencia,347,356,196.48,11097.16,1.81,31.17,56.48
2026-08-02,Barquisimeto,488,471,260.14,10182.61,1.81,21.62,39.14
2026-08-02,Cabimas,0,,,10182.61,,,
2026-08-02,Caracas,5814,5887,3072.02,10182.61,1.92,1.73,3.31
2026-08-02,Guarenas,312,310,156.48,10182.61,1.98,32.85,65.07
2026-08-02,Maracaibo,91,84,62.94,10182.61,1.33,121.22,161.79
2026-08-02,Maracay,171,154,131.82,10182.61,1.17,66.12,77.24
2026-08-02,Margarita,212,193,141.19,10182.61,1.37,52.76,72.12
2026-08-02,Puerto la cruz,389,351,204.86,10182.61,1.71,29.01,49.71
2026-08-02,San antonio,0,,,10182.61,,,
2026-08-02,San cristobal,0,,,10182.61,,,
2026-08-02,Test_merida,0,,,10182.61,,,
2026-08-02,Valencia,331,284,184.08,10182.61,1.54,35.85,55.32
2026-08-03,Barquisimeto,462,487,248.34,8280.9,1.96,17,33.35
2026-08-03,Cabimas,0,,,8280.9,,,
2026-08-03,Caracas,4643,4799,3018.77,8280.9,1.59,1.73,2.74
2026-08-03,Guarenas,218,193,118.59,8280.9,1.63,42.91,69.83
2026-08-03,Maracaibo,89,88,64.58,8280.9,1.36,94.1,128.22
2026-08-03,Maracay,133,140,99.89,8280.9,1.4,59.15,82.9
2026-08-03,Margarita,172,154,122.41,8280.9,1.26,53.77,67.65
2026-08-03,Puerto la cruz,354,289,209.54,8280.9,1.38,28.65,39.52
2026-08-03,San antonio,0,,,8280.9,,,
2026-08-03,San cristobal,0,,,8280.9,,,
2026-08-03,Test_merida,0,,,8280.9,,,
2026-08-03,Valencia,262,259,144.65,8280.9,1.79,31.97,57.25
2026-08-04,Barquisimeto,489,438,224.17,8520.59,1.95,19.45,38.01
2026-08-04,Cabimas,0,,,8520.59,,,
2026-08-04,Caracas,4867,4814,2913.23,8520.59,1.65,1.77,2.92
2026-08-04,Guarenas,234,247,146.41,8520.59,1.69,34.5,58.2
2026-08-04,Maracaibo,97,81,66.34,8520.59,1.22,105.19,128.44
2026-08-04,Maracay,147,147,105.92,8520.59,1.39,57.96,80.44
2026-08-04,Margarita,183,157,113.69,8520.59,1.38,54.27,74.94
2026-08-04,Puerto la cruz,365,314,194.33,8520.59,1.62,27.14,43.85
2026-08-04,San antonio,0,,,8520.59,,,
2026-08-04,San cristobal,0,,,8520.59,,,
2026-08-04,Test_merida,0,,,8520.59,,,
2026-08-04,Valencia,289,262,143.9,8520.59,1.82,32.52,59.21
2026-08-05,Barquisimeto,497,451,239.59,8751.82,1.88,19.41,36.53
2026-08-05,Cabimas,0,,,8751.82,,,
2026-08-05,Caracas,5078,5085,3194.01,8751.82,1.59,1.72,2.74
2026-08-05,Guarenas,242,235,145.95,8751.82,1.61,37.24,59.96
2026-08-05,Maracaibo,89,84,63.42,8751.82,1.32,104.19,138.01
2026-08-05,Maracay,152,131,106.98,8751.82,1.22,66.81,81.81
2026-08-05,Margarita,181,181,116.35,8751.82,1.56,48.35,75.22
2026-08-05,Puerto la cruz,361,336,185.46,8751.82,1.81,26.05,47.19
2026-08-05,San antonio,0,,,8751.82,,,
2026-08-05,San cristobal,0,,,8751.82,,,
2026-08-05,Test_merida,0,,,8751.82,,,
2026-08-05,Valencia,288,278,150.63,8751.82,1.85,31.48,58.1
2026-08-06,Barquisimeto,492,484,232.28,9041.72,2.08,18.68,38.93
2026-08-06,Cabimas,0,,,9041.72,,,
2026-08-06,Caracas,5472,5332,3319.24,9041.72,1.61,1.7,2.72
2026-08-06,Guarenas,256,214,136.6,9041.72,1.57,42.25,66.19
2026-08-06,Maracaibo,92,83,63.33,9041.72,1.31,108.94,142.78
2026-08-06,Maracay,158,124,117.11,9041.72,1.06,72.92,77.21
2026-08-06,Margarita,190,170,122.76,9041.72,1.38,53.19,73.66
2026-08-06,Puerto la cruz,378,329,180.05,9041.72,1.83,27.48,50.22
2026-08-06,San antonio,0,,,9041.72,,,
2026-08-06,San cristobal,0,,,9041.72,,,
2026-08-06,Test_merida,0,,,9041.72,,,
2026-08-06,Valencia,298,286,168.89,9041.72,1.69,31.61,53.54
2026-08-07,Barquisimeto,579,564,266.93,11061.65,2.11,19.61,41.44
2026-08-07,Cabimas,0,,,11061.65,,,
2026-08-07,Caracas,6811,6703,3734.25,11061.65,1.8,1.65,2.96
2026-08-07,Guarenas,356,336,198.47,11061.65,1.69,32.92,55.73
2026-08-07,Maracaibo,98,74,60.98,11061.65,1.21,149.48,181.41
2026-08-07,Maracay,177,160,135.93,11061.65,1.18,69.14,81.38
2026-08-07,Margarita,205,188,131.43,11061.65,1.43,58.84,84.16
2026-08-07,Puerto la cruz,408,407,222.11,11061.65,1.83,27.18,49.8
2026-08-07,San antonio,0,,,11061.65,,,
2026-08-07,San cristobal,0,,,11061.65,,,
2026-08-07,Test_merida,0,,,11061.65,,,
2026-08-07,Valencia,348,304,185.99,11061.65,1.63,36.39,59.47
2026-08-08,Barquisimeto,531,489,295.05,10460.84,1.66,21.39,35.45
2026-08-08,Cabimas,0,,,10460.84,,,
2026-08-08,Caracas,6056,6047,3702.47,10460.84,1.63,1.73,2.83
2026-08-08,Guarenas,355,315,192.38,10460.84,1.64,33.21,54.38
2026-08-08,Maracaibo,85,76,55.78,10460.84,1.36,137.64,187.53
2026-08-08,Maracay,169,183,126.51,10460.84,1.45,57.16,82.69
2026-08-08,Margarita,196,171,128.04,10460.84,1.34,61.17,81.7
2026-08-08,Puerto la cruz,402,391,195.94,10460.84,2.0,26.75,53.39
2026-08-08,San antonio,0,,,10460.84,,,
2026-08-08,San cristobal,0,,,10460.84,,,
2026-08-08,Test_merida,0,,,10460.84,,,
2026-08-08,Valencia,321,327,183.87,10460.84,1.78,31.99,56.89
2026-08-09,Barquisimeto,471,435,260.92,9911.9,1.67,22.79,37.99
2026-08-09,Cabimas,0,,,9911.9,,,
2026-08-09,Caracas,5734,5770,3114.14,9911.9,1.85,1.72,3.18
2026-08-09,Guarenas,308,266,168.86,9911.9,1.58,37.26,58.7
2026-08-09,Maracaibo,87,76,60.23,9911.9,1.26,130.42,164.58
2026-08-09,Maracay,175,126,128.75,9911.9,0.98,78.67,76.98
2026-08-09,Margarita,207,186,138.87,9911.9,1.34,53.29,71.38
2026-08-09,Puerto la cruz,360,353,191.0,9911.9,1.85,28.08,51.89
2026-08-09,San antonio,0,,,9911.9,,,
2026-08-09,San cristobal,0,,,9911.9,,,
2026-08-09,Test_merida,0,,,9911.9,,,
2026-08-09,Valencia,315,267,175.31,9911.9,1.52,37.12,56.54
2026-08-10,Barquisimeto,444,429,247.65,7978.16,1.73,18.6,32.22
2026-08-10,Cabimas,0,,,7978.16,,,
2026-08-10,Caracas,4537,4558,2963.4,7978.16,1.54,1.75,2.69
2026-08-10,Guarenas,194,207,134.14,7978.16,1.54,38.54,59.48
2026-08-10,Maracaibo,92,78,62.54,7978.16,1.25,102.28,127.56
2026-08-10,Maracay,141,123,101.12,7978.16,1.22,64.86,78.9
2026-08-10,Margarita,195,162,129.14,7978.16,1.25,49.25,61.78
2026-08-10,Puerto la cruz,364,324,192.43,7978.16,1.68,24.62,41.46
2026-08-10,San antonio,0,,,7978.16,,,
2026-08-10,San cristobal,0,,,7978.16,,,
2026-08-10,Test_merida,0,,,7978.16,,,
2026-08-10,Valencia,254,240,150.54,7978.16,1.59,33.24,53.0
2026-08-11,Barquisimeto,469,467,233.99,8219.65,2.0,17.6,35.13
2026-08-11,Cabimas,0,,,8219.65,,,
2026-08-11,Caracas,4694,4605,3010.94,8219.65,1.53,1.78,2.73
2026-08-11,Guarenas,232,221,135.37,8219.65,1.63,37.19,60.72
2026-08-11,Maracaibo,101,71,61.69,8219.65,1.15,115.77,133.24
2026-08-11,Maracay,143,142,93.44,8219.65,1.52,57.88,87.96
2026-08-11,Margarita,187,161,113.57,8219.65,1.42,51.05,72.37
2026-08-11,Puerto la cruz,361,334,194.82,8219.65,1.71,24.61,42.19
2026-08-11,San antonio,0,,,8219.65,,,
2026-08-11,San cristobal,0,,,8219.65,,,
2026-08-11,Test_merida,0,,,8219.65,,,
2026-08-11,Valencia,276,284,152.08,8219.65,1.87,28.94,54.05
2026-08-12,Barquisimeto,489,423,250.1,8203.64,1.69,19.39,32.8
2026-08-12,Cabimas,0,,,8203.64,,,
2026-08-12,Caracas,4875,4719,3155.33,8203.64,1.5,1.74,2.6
2026-08-12,Guarenas,239,217,138.69,8203.64,1.56,37.8,59.15
2026-08-12,Maracaibo,93,67,57.21,8203.64,1.17,122.44,143.4
2026-08-12,Maracay,152,121,98.6,8203.64,1.23,67.8,83.2
2026-08-12,Margarita,183,169,118.98,8203.64,1.42,48.54,68.95
2026-08-12,Puerto la cruz,374,362,186.86,8203.64,1.94,22.66,43.9
2026-08-12,San antonio,0,,,8203.64,,,
2026-08-12,San cristobal,0,,,8203.64,,,
2026-08-12,Test_merida,0,,,8203.64,,,
2026-08-12,Valencia,284,287,158.82,8203.64,1.81,28.58,51.65
2026-08-13,Barquisimeto,548,504,244.82,9363.68,2.06,18.58,38.25
2026-08-13,Cabimas,0,,,9363.68,,,
2026-08-13,Caracas,5625,5434,3575.14,9363.68,1.52,1.72,2.62
2026-08-13,Guarenas,251,242,145.14,9363.68,1.67,38.69,64.52
2026-08-13,Maracaibo,94,92,71.52,9363.68,1.29,101.78,130.93
2026-08-13,Maracay,171,151,119.66,9363.68,1.26,62.01,78.26
2026-08-13,Margarita,178,197,122.7,9363.68,1.61,47.53,76.31
2026-08-13,Puerto la cruz,364,381,180.12,9363.68,2.12,24.58,51.98
2026-08-13,San antonio,0,,,9363.68,,,
2026-08-13,San cristobal,0,,,9363.68,,,
2026-08-13,Test_merida,0,,,9363.68,,,
